"Site.Name","Date","COUNTY","meanlat","meanlong","year","month","PM2.5","Ozone"
"Durham Armory",2020-10-25,"Durham",36.0329550008979,-78.904037,2020,10,33,27.5
"Durham Armory",2020-10-26,"Durham",36.0329550008979,-78.904037,2020,10,29.3333333333333,31.5
"Durham Armory",2020-10-27,"Durham",36.0329550008979,-78.904037,2020,10,17,19.5
"Durham Armory",2020-10-28,"Durham",36.0329550008979,-78.904037,2020,10,23.5,35
"Durham Armory",2020-10-29,"Durham",36.0329550008979,-78.904037,2020,10,25.3333333333333,29
"Durham Armory",2020-10-30,"Durham",36.0329550008979,-78.904037,2020,10,28.5,28.5
"Durham Armory",2020-10-31,"Durham",36.0329550008979,-78.904037,2020,10,33,31.5
"Durham Armory",2020-11-01,"Durham",36.0329550008979,-78.904037,2020,11,24,NA
"Durham Armory",2020-11-02,"Durham",36.0329550008979,-78.904037,2020,11,27,NA
"Durham Armory",2020-11-03,"Durham",36.0329550008979,-78.904037,2020,11,27,NA
"Durham Armory",2020-11-04,"Durham",36.0329550008979,-78.904037,2020,11,32.6666666666667,NA
"Durham Armory",2020-11-05,"Durham",36.0329550008979,-78.904037,2020,11,34,NA
"Durham Armory",2020-11-06,"Durham",36.0329550008979,-78.904037,2020,11,40,NA
"Durham Armory",2020-11-07,"Durham",36.0329550008979,-78.904037,2020,11,34,NA
"Durham Armory",2020-11-08,"Durham",36.0329550008979,-78.904037,2020,11,31.5,NA
"Durham Armory",2020-11-09,"Durham",36.0329550008979,-78.904037,2020,11,31.5,NA
"Durham Armory",2020-11-10,"Durham",36.0329550008979,-78.904037,2020,11,32.6666666666667,NA
"Durham Armory",2020-11-11,"Durham",36.0329550008979,-78.904037,2020,11,42,NA
"Durham Armory",2020-11-12,"Durham",36.0329550008979,-78.904037,2020,11,37.5,NA
"Durham Armory",2020-11-13,"Durham",36.0329550008979,-78.904037,2020,11,19,NA
"Durham Armory",2020-11-14,"Durham",36.0329550008979,-78.904037,2020,11,41,NA
"Durham Armory",2020-11-15,"Durham",36.0329550008979,-78.904037,2020,11,36.5,NA
"Durham Armory",2020-11-16,"Durham",36.0329550008979,-78.904037,2020,11,25.6666666666667,NA
"Durham Armory",2020-11-17,"Durham",36.0329550008979,-78.904037,2020,11,34.5,NA
"Durham Armory",2020-11-18,"Durham",36.0329550008979,-78.904037,2020,11,46.5,NA
"Durham Armory",2020-11-19,"Durham",36.0329550008979,-78.904037,2020,11,49.6666666666667,NA
"Durham Armory",2020-11-20,"Durham",36.0329550008979,-78.904037,2020,11,46.5,NA
"Durham Armory",2020-11-21,"Durham",36.0329550008979,-78.904037,2020,11,41,NA
"Durham Armory",2020-11-22,"Durham",36.0329550008979,-78.904037,2020,11,47.6666666666667,NA
"Durham Armory",2020-11-23,"Durham",36.0329550008979,-78.904037,2020,11,28,NA
"Durham Armory",2020-11-24,"Durham",36.0329550008979,-78.904037,2020,11,20,NA
"Durham Armory",2020-11-25,"Durham",36.0329550008979,-78.904037,2020,11,36.3333333333333,NA
"Durham Armory",2020-11-26,"Durham",36.0329550008979,-78.904037,2020,11,47,NA
"Durham Armory",2020-11-27,"Durham",36.0329550008979,-78.904037,2020,11,34.5,NA
"Durham Armory",2020-11-28,"Durham",36.0329550008979,-78.904037,2020,11,23,NA
"Durham Armory",2020-11-29,"Durham",36.0329550008979,-78.904037,2020,11,30,NA
"Durham Armory",2020-11-30,"Durham",36.0329550008979,-78.904037,2020,11,47.5,NA
"Durham Armory",2020-12-01,"Durham",36.0329550008979,-78.904037,2020,12,46.3333333333333,NA
"Durham Armory",2020-12-02,"Durham",36.0329550008979,-78.904037,2020,12,21.5,NA
"Durham Armory",2020-12-03,"Durham",36.0329550008979,-78.904037,2020,12,30,NA
"Durham Armory",2020-12-04,"Durham",36.0329550008979,-78.904037,2020,12,16.3333333333333,NA
"Durham Armory",2020-12-05,"Durham",36.0329550008979,-78.904037,2020,12,27,NA
"Durham Armory",2020-12-06,"Durham",36.0329550008979,-78.904037,2020,12,38.5,NA
"Durham Armory",2020-12-07,"Durham",36.0329550008979,-78.904037,2020,12,45.3333333333333,NA
"Durham Armory",2020-12-08,"Durham",36.0329550008979,-78.904037,2020,12,44,NA
"Durham Armory",2020-12-09,"Durham",36.0329550008979,-78.904037,2020,12,39.5,NA
"Durham Armory",2020-12-10,"Durham",36.0329550008979,-78.904037,2020,12,35,NA
"Durham Armory",2020-12-11,"Durham",36.0329550008979,-78.904037,2020,12,35.5,NA
"Durham Armory",2020-12-12,"Durham",36.0329550008979,-78.904037,2020,12,42.5,NA
"Durham Armory",2020-12-13,"Durham",36.0329550008979,-78.904037,2020,12,52,NA
"Durham Armory",2020-12-14,"Durham",36.0329550008979,-78.904037,2020,12,30.5,NA
"Durham Armory",2020-12-15,"Durham",36.0329550008979,-78.904037,2020,12,26,NA
"Durham Armory",2020-12-16,"Durham",36.0329550008979,-78.904037,2020,12,30.3333333333333,NA
"Durham Armory",2020-12-17,"Durham",36.0329550008979,-78.904037,2020,12,19,NA
"Durham Armory",2020-12-18,"Durham",36.0329550008979,-78.904037,2020,12,29,NA
"Durham Armory",2020-12-19,"Durham",36.0329550008979,-78.904037,2020,12,45.3333333333333,NA
"Durham Armory",2020-12-20,"Durham",36.0329550008979,-78.904037,2020,12,42,NA
"Durham Armory",2020-12-21,"Durham",36.0329550008979,-78.904037,2020,12,40,NA
"Durham Armory",2020-12-22,"Durham",36.0329550008979,-78.904037,2020,12,33,NA
"Durham Armory",2020-12-23,"Durham",36.0329550008979,-78.904037,2020,12,42.5,NA
"Durham Armory",2020-12-24,"Durham",36.0329550008979,-78.904037,2020,12,27,NA
"Durham Armory",2020-12-25,"Durham",36.0329550008979,-78.904037,2020,12,43.6666666666667,NA
"Durham Armory",2020-12-26,"Durham",36.0329550008979,-78.904037,2020,12,53,NA
"Durham Armory",2020-12-27,"Durham",36.0329550008979,-78.904037,2020,12,51,NA
"Durham Armory",2020-12-28,"Durham",36.0329550008979,-78.904037,2020,12,28.6666666666667,NA
"Durham Armory",2020-12-29,"Durham",36.0329550008979,-78.904037,2020,12,32.5,NA
"Durham Armory",2020-12-30,"Durham",36.0329550008979,-78.904037,2020,12,29.5,NA
"Durham Armory",2020-12-31,"Durham",36.0329550008979,-78.904037,2020,12,34.3333333333333,NA
"Frying Pan Mountain",2020-01-01,"Haywood",35.379167,-82.7925,2020,1,NA,47
"Frying Pan Mountain",2020-01-02,"Haywood",35.379167,-82.7925,2020,1,7,44
"Frying Pan Mountain",2020-01-03,"Haywood",35.379167,-82.7925,2020,1,NA,36
"Frying Pan Mountain",2020-01-04,"Haywood",35.379167,-82.7925,2020,1,NA,34
"Frying Pan Mountain",2020-01-05,"Haywood",35.379167,-82.7925,2020,1,13,39
"Frying Pan Mountain",2020-01-06,"Haywood",35.379167,-82.7925,2020,1,NA,40
"Frying Pan Mountain",2020-01-07,"Haywood",35.379167,-82.7925,2020,1,NA,37
"Frying Pan Mountain",2020-01-08,"Haywood",35.379167,-82.7925,2020,1,3,42
"Frying Pan Mountain",2020-01-09,"Haywood",35.379167,-82.7925,2020,1,NA,38
"Frying Pan Mountain",2020-01-10,"Haywood",35.379167,-82.7925,2020,1,NA,45
"Frying Pan Mountain",2020-01-11,"Haywood",35.379167,-82.7925,2020,1,0,51
"Frying Pan Mountain",2020-01-12,"Haywood",35.379167,-82.7925,2020,1,13,37
"Frying Pan Mountain",2020-01-13,"Haywood",35.379167,-82.7925,2020,1,NA,36
"Frying Pan Mountain",2020-01-14,"Haywood",35.379167,-82.7925,2020,1,6,28
"Frying Pan Mountain",2020-01-15,"Haywood",35.379167,-82.7925,2020,1,4,44
"Frying Pan Mountain",2020-01-16,"Haywood",35.379167,-82.7925,2020,1,NA,44
"Frying Pan Mountain",2020-01-17,"Haywood",35.379167,-82.7925,2020,1,15,40
"Frying Pan Mountain",2020-01-18,"Haywood",35.379167,-82.7925,2020,1,4,31
"Frying Pan Mountain",2020-01-19,"Haywood",35.379167,-82.7925,2020,1,NA,36
"Frying Pan Mountain",2020-01-20,"Haywood",35.379167,-82.7925,2020,1,6,40
"Frying Pan Mountain",2020-01-21,"Haywood",35.379167,-82.7925,2020,1,4,44
"Frying Pan Mountain",2020-01-23,"Haywood",35.379167,-82.7925,2020,1,11,37
"Frying Pan Mountain",2020-01-24,"Haywood",35.379167,-82.7925,2020,1,4,35
"Frying Pan Mountain",2020-01-25,"Haywood",35.379167,-82.7925,2020,1,NA,44
"Frying Pan Mountain",2020-01-26,"Haywood",35.379167,-82.7925,2020,1,8,43
"Frying Pan Mountain",2020-01-27,"Haywood",35.379167,-82.7925,2020,1,9,43
"Frying Pan Mountain",2020-01-28,"Haywood",35.379167,-82.7925,2020,1,NA,43
"Frying Pan Mountain",2020-01-29,"Haywood",35.379167,-82.7925,2020,1,4,42
"Frying Pan Mountain",2020-01-30,"Haywood",35.379167,-82.7925,2020,1,5,43
"Frying Pan Mountain",2020-01-31,"Haywood",35.379167,-82.7925,2020,1,NA,43
"Frying Pan Mountain",2020-02-01,"Haywood",35.379167,-82.7925,2020,2,12,44
"Frying Pan Mountain",2020-02-02,"Haywood",35.379167,-82.7925,2020,2,9,47
"Frying Pan Mountain",2020-02-03,"Haywood",35.379167,-82.7925,2020,2,NA,46
"Frying Pan Mountain",2020-02-04,"Haywood",35.379167,-82.7925,2020,2,2,44
"Frying Pan Mountain",2020-02-05,"Haywood",35.379167,-82.7925,2020,2,17,37
"Frying Pan Mountain",2020-02-06,"Haywood",35.379167,-82.7925,2020,2,NA,36
"Frying Pan Mountain",2020-02-07,"Haywood",35.379167,-82.7925,2020,2,2,34
"Frying Pan Mountain",2020-02-08,"Haywood",35.379167,-82.7925,2020,2,7,44
"Frying Pan Mountain",2020-02-09,"Haywood",35.379167,-82.7925,2020,2,NA,46
"Frying Pan Mountain",2020-02-10,"Haywood",35.379167,-82.7925,2020,2,1,44
"Frying Pan Mountain",2020-02-11,"Haywood",35.379167,-82.7925,2020,2,3,34
"Frying Pan Mountain",2020-02-12,"Haywood",35.379167,-82.7925,2020,2,NA,45
"Frying Pan Mountain",2020-02-13,"Haywood",35.379167,-82.7925,2020,2,3,46
"Frying Pan Mountain",2020-02-14,"Haywood",35.379167,-82.7925,2020,2,5,NA
"Frying Pan Mountain",2020-02-16,"Haywood",35.379167,-82.7925,2020,2,8,NA
"Frying Pan Mountain",2020-02-17,"Haywood",35.379167,-82.7925,2020,2,3,NA
"Frying Pan Mountain",2020-02-19,"Haywood",35.379167,-82.7925,2020,2,9,NA
"Frying Pan Mountain",2020-02-20,"Haywood",35.379167,-82.7925,2020,2,0,40
"Frying Pan Mountain",2020-02-21,"Haywood",35.379167,-82.7925,2020,2,NA,30
"Frying Pan Mountain",2020-02-22,"Haywood",35.379167,-82.7925,2020,2,20,41
"Frying Pan Mountain",2020-02-23,"Haywood",35.379167,-82.7925,2020,2,4,34
"Frying Pan Mountain",2020-02-25,"Haywood",35.379167,-82.7925,2020,2,10,44
"Frying Pan Mountain",2020-02-26,"Haywood",35.379167,-82.7925,2020,2,11,45
"Frying Pan Mountain",2020-02-27,"Haywood",35.379167,-82.7925,2020,2,NA,44
"Frying Pan Mountain",2020-02-28,"Haywood",35.379167,-82.7925,2020,2,NA,44
"Frying Pan Mountain",2020-03-01,"Haywood",35.379167,-82.7925,2020,3,NA,39
"Frying Pan Mountain",2020-03-02,"Haywood",35.379167,-82.7925,2020,3,NA,43.5
"Frying Pan Mountain",2020-03-03,"Haywood",35.379167,-82.7925,2020,3,NA,39
"Frying Pan Mountain",2020-03-04,"Haywood",35.379167,-82.7925,2020,3,NA,42.5
"Frying Pan Mountain",2020-03-05,"Haywood",35.379167,-82.7925,2020,3,NA,44
"Frying Pan Mountain",2020-03-06,"Haywood",35.379167,-82.7925,2020,3,NA,45
"Frying Pan Mountain",2020-03-07,"Haywood",35.379167,-82.7925,2020,3,NA,47
"Frying Pan Mountain",2020-03-08,"Haywood",35.379167,-82.7925,2020,3,NA,44
"Frying Pan Mountain",2020-03-09,"Haywood",35.379167,-82.7925,2020,3,NA,34
"Frying Pan Mountain",2020-03-10,"Haywood",35.379167,-82.7925,2020,3,NA,48
"Frying Pan Mountain",2020-03-11,"Haywood",35.379167,-82.7925,2020,3,NA,45
"Frying Pan Mountain",2020-03-12,"Haywood",35.379167,-82.7925,2020,3,NA,48
"Frying Pan Mountain",2020-03-13,"Haywood",35.379167,-82.7925,2020,3,NA,54
"Frying Pan Mountain",2020-03-14,"Haywood",35.379167,-82.7925,2020,3,NA,41
"Frying Pan Mountain",2020-03-15,"Haywood",35.379167,-82.7925,2020,3,23,54
"Frying Pan Mountain",2020-03-16,"Haywood",35.379167,-82.7925,2020,3,NA,47
"Frying Pan Mountain",2020-03-17,"Haywood",35.379167,-82.7925,2020,3,NA,48.5
"Frying Pan Mountain",2020-03-18,"Haywood",35.379167,-82.7925,2020,3,21,46
"Frying Pan Mountain",2020-03-19,"Haywood",35.379167,-82.7925,2020,3,NA,45.5
"Frying Pan Mountain",2020-03-20,"Haywood",35.379167,-82.7925,2020,3,NA,57.5
"Frying Pan Mountain",2020-03-21,"Haywood",35.379167,-82.7925,2020,3,4,57
"Frying Pan Mountain",2020-03-22,"Haywood",35.379167,-82.7925,2020,3,NA,48
"Frying Pan Mountain",2020-03-23,"Haywood",35.379167,-82.7925,2020,3,NA,59.5
"Frying Pan Mountain",2020-03-24,"Haywood",35.379167,-82.7925,2020,3,23,67
"Frying Pan Mountain",2020-03-25,"Haywood",35.379167,-82.7925,2020,3,NA,50
"Frying Pan Mountain",2020-03-26,"Haywood",35.379167,-82.7925,2020,3,NA,44
"Frying Pan Mountain",2020-03-27,"Haywood",35.379167,-82.7925,2020,3,7,46.5
"Frying Pan Mountain",2020-03-28,"Haywood",35.379167,-82.7925,2020,3,NA,53
"Frying Pan Mountain",2020-03-29,"Haywood",35.379167,-82.7925,2020,3,NA,54.5
"Frying Pan Mountain",2020-03-30,"Haywood",35.379167,-82.7925,2020,3,4,47
"Frying Pan Mountain",2020-03-31,"Haywood",35.379167,-82.7925,2020,3,NA,48
"Frying Pan Mountain",2020-04-01,"Haywood",35.379167,-82.7925,2020,4,NA,50
"Frying Pan Mountain",2020-04-02,"Haywood",35.379167,-82.7925,2020,4,32,61
"Frying Pan Mountain",2020-04-03,"Haywood",35.379167,-82.7925,2020,4,NA,67
"Frying Pan Mountain",2020-04-04,"Haywood",35.379167,-82.7925,2020,4,NA,55.5
"Frying Pan Mountain",2020-04-05,"Haywood",35.379167,-82.7925,2020,4,15,47.5
"Frying Pan Mountain",2020-04-06,"Haywood",35.379167,-82.7925,2020,4,NA,52
"Frying Pan Mountain",2020-04-07,"Haywood",35.379167,-82.7925,2020,4,NA,43
"Frying Pan Mountain",2020-04-08,"Haywood",35.379167,-82.7925,2020,4,8,42.5
"Frying Pan Mountain",2020-04-09,"Haywood",35.379167,-82.7925,2020,4,NA,43
"Frying Pan Mountain",2020-04-10,"Haywood",35.379167,-82.7925,2020,4,NA,49.5
"Frying Pan Mountain",2020-04-11,"Haywood",35.379167,-82.7925,2020,4,16,52
"Frying Pan Mountain",2020-04-12,"Haywood",35.379167,-82.7925,2020,4,NA,62.5
"Frying Pan Mountain",2020-04-13,"Haywood",35.379167,-82.7925,2020,4,NA,57
"Frying Pan Mountain",2020-04-14,"Haywood",35.379167,-82.7925,2020,4,29,44.5
"Frying Pan Mountain",2020-04-15,"Haywood",35.379167,-82.7925,2020,4,NA,53
"Frying Pan Mountain",2020-04-16,"Haywood",35.379167,-82.7925,2020,4,NA,53.5
"Frying Pan Mountain",2020-04-17,"Haywood",35.379167,-82.7925,2020,4,16,80
"Frying Pan Mountain",2020-04-18,"Haywood",35.379167,-82.7925,2020,4,NA,57.5
"Frying Pan Mountain",2020-04-19,"Haywood",35.379167,-82.7925,2020,4,NA,44
"Frying Pan Mountain",2020-04-20,"Haywood",35.379167,-82.7925,2020,4,11,52.5
"Frying Pan Mountain",2020-04-21,"Haywood",35.379167,-82.7925,2020,4,NA,66.5
"Frying Pan Mountain",2020-04-22,"Haywood",35.379167,-82.7925,2020,4,NA,47.5
"Frying Pan Mountain",2020-04-23,"Haywood",35.379167,-82.7925,2020,4,1,47.5
"Frying Pan Mountain",2020-04-24,"Haywood",35.379167,-82.7925,2020,4,NA,47
"Frying Pan Mountain",2020-04-25,"Haywood",35.379167,-82.7925,2020,4,NA,45.5
"Frying Pan Mountain",2020-04-26,"Haywood",35.379167,-82.7925,2020,4,3,62.5
"Frying Pan Mountain",2020-04-27,"Haywood",35.379167,-82.7925,2020,4,NA,65.5
"Frying Pan Mountain",2020-04-28,"Haywood",35.379167,-82.7925,2020,4,NA,65.5
"Frying Pan Mountain",2020-04-29,"Haywood",35.379167,-82.7925,2020,4,12,51
"Frying Pan Mountain",2020-04-30,"Haywood",35.379167,-82.7925,2020,4,NA,54
"Frying Pan Mountain",2020-05-01,"Haywood",35.379167,-82.7925,2020,5,NA,69.5
"Frying Pan Mountain",2020-05-02,"Haywood",35.379167,-82.7925,2020,5,35,41
"Frying Pan Mountain",2020-05-03,"Haywood",35.379167,-82.7925,2020,5,NA,47
"Frying Pan Mountain",2020-05-04,"Haywood",35.379167,-82.7925,2020,5,NA,48
"Frying Pan Mountain",2020-05-05,"Haywood",35.379167,-82.7925,2020,5,40,43
"Frying Pan Mountain",2020-05-06,"Haywood",35.379167,-82.7925,2020,5,NA,48.5
"Frying Pan Mountain",2020-05-07,"Haywood",35.379167,-82.7925,2020,5,NA,54
"Frying Pan Mountain",2020-05-08,"Haywood",35.379167,-82.7925,2020,5,14,48.5
"Frying Pan Mountain",2020-05-09,"Haywood",35.379167,-82.7925,2020,5,NA,62
"Frying Pan Mountain",2020-05-10,"Haywood",35.379167,-82.7925,2020,5,NA,52.5
"Frying Pan Mountain",2020-05-11,"Haywood",35.379167,-82.7925,2020,5,32,56.5
"Frying Pan Mountain",2020-05-12,"Haywood",35.379167,-82.7925,2020,5,NA,50
"Frying Pan Mountain",2020-05-13,"Haywood",35.379167,-82.7925,2020,5,NA,50.5
"Frying Pan Mountain",2020-05-14,"Haywood",35.379167,-82.7925,2020,5,50,50
"Frying Pan Mountain",2020-05-15,"Haywood",35.379167,-82.7925,2020,5,NA,44
"Frying Pan Mountain",2020-05-16,"Haywood",35.379167,-82.7925,2020,5,NA,54
"Frying Pan Mountain",2020-05-17,"Haywood",35.379167,-82.7925,2020,5,7,58
"Frying Pan Mountain",2020-05-18,"Haywood",35.379167,-82.7925,2020,5,NA,49
"Frying Pan Mountain",2020-05-19,"Haywood",35.379167,-82.7925,2020,5,NA,48
"Frying Pan Mountain",2020-05-20,"Haywood",35.379167,-82.7925,2020,5,28,49.5
"Frying Pan Mountain",2020-05-21,"Haywood",35.379167,-82.7925,2020,5,NA,67
"Frying Pan Mountain",2020-05-22,"Haywood",35.379167,-82.7925,2020,5,NA,38
"Frying Pan Mountain",2020-05-23,"Haywood",35.379167,-82.7925,2020,5,18,45.5
"Frying Pan Mountain",2020-05-24,"Haywood",35.379167,-82.7925,2020,5,NA,43.5
"Frying Pan Mountain",2020-05-25,"Haywood",35.379167,-82.7925,2020,5,NA,36.5
"Frying Pan Mountain",2020-05-26,"Haywood",35.379167,-82.7925,2020,5,7,40
"Frying Pan Mountain",2020-05-27,"Haywood",35.379167,-82.7925,2020,5,NA,36
"Frying Pan Mountain",2020-05-28,"Haywood",35.379167,-82.7925,2020,5,NA,32.5
"Frying Pan Mountain",2020-05-29,"Haywood",35.379167,-82.7925,2020,5,0,36.5
"Frying Pan Mountain",2020-05-30,"Haywood",35.379167,-82.7925,2020,5,NA,41
"Frying Pan Mountain",2020-05-31,"Haywood",35.379167,-82.7925,2020,5,NA,50.5
"Frying Pan Mountain",2020-06-01,"Haywood",35.379167,-82.7925,2020,6,14,55.5
"Frying Pan Mountain",2020-06-02,"Haywood",35.379167,-82.7925,2020,6,NA,51.5
"Frying Pan Mountain",2020-06-03,"Haywood",35.379167,-82.7925,2020,6,NA,50
"Frying Pan Mountain",2020-06-04,"Haywood",35.379167,-82.7925,2020,6,15,64
"Frying Pan Mountain",2020-06-05,"Haywood",35.379167,-82.7925,2020,6,NA,64
"Frying Pan Mountain",2020-06-06,"Haywood",35.379167,-82.7925,2020,6,NA,58
"Frying Pan Mountain",2020-06-07,"Haywood",35.379167,-82.7925,2020,6,35,42.5
"Frying Pan Mountain",2020-06-08,"Haywood",35.379167,-82.7925,2020,6,NA,51.5
"Frying Pan Mountain",2020-06-09,"Haywood",35.379167,-82.7925,2020,6,NA,46
"Frying Pan Mountain",2020-06-10,"Haywood",35.379167,-82.7925,2020,6,37,44.5
"Frying Pan Mountain",2020-06-11,"Haywood",35.379167,-82.7925,2020,6,NA,44
"Frying Pan Mountain",2020-06-12,"Haywood",35.379167,-82.7925,2020,6,NA,44
"Frying Pan Mountain",2020-06-13,"Haywood",35.379167,-82.7925,2020,6,NA,40.5
"Frying Pan Mountain",2020-06-14,"Haywood",35.379167,-82.7925,2020,6,NA,56.5
"Frying Pan Mountain",2020-06-15,"Haywood",35.379167,-82.7925,2020,6,NA,54
"Frying Pan Mountain",2020-06-16,"Haywood",35.379167,-82.7925,2020,6,36,47
"Frying Pan Mountain",2020-06-17,"Haywood",35.379167,-82.7925,2020,6,NA,42.5
"Frying Pan Mountain",2020-06-18,"Haywood",35.379167,-82.7925,2020,6,NA,36.5
"Frying Pan Mountain",2020-06-19,"Haywood",35.379167,-82.7925,2020,6,32,45
"Frying Pan Mountain",2020-06-20,"Haywood",35.379167,-82.7925,2020,6,NA,38.5
"Frying Pan Mountain",2020-06-21,"Haywood",35.379167,-82.7925,2020,6,NA,43.5
"Frying Pan Mountain",2020-06-22,"Haywood",35.379167,-82.7925,2020,6,15,42.5
"Frying Pan Mountain",2020-06-23,"Haywood",35.379167,-82.7925,2020,6,NA,39.5
"Frying Pan Mountain",2020-06-24,"Haywood",35.379167,-82.7925,2020,6,NA,42.5
"Frying Pan Mountain",2020-06-25,"Haywood",35.379167,-82.7925,2020,6,21,40.5
"Frying Pan Mountain",2020-06-26,"Haywood",35.379167,-82.7925,2020,6,NA,40.5
"Frying Pan Mountain",2020-06-27,"Haywood",35.379167,-82.7925,2020,6,NA,51
"Frying Pan Mountain",2020-06-28,"Haywood",35.379167,-82.7925,2020,6,20,47.5
"Frying Pan Mountain",2020-06-29,"Haywood",35.379167,-82.7925,2020,6,NA,47
"Frying Pan Mountain",2020-06-30,"Haywood",35.379167,-82.7925,2020,6,NA,46
"Frying Pan Mountain",2020-07-01,"Haywood",35.379167,-82.7925,2020,7,12,40.5
"Frying Pan Mountain",2020-07-02,"Haywood",35.379167,-82.7925,2020,7,NA,38.5
"Frying Pan Mountain",2020-07-03,"Haywood",35.379167,-82.7925,2020,7,NA,44.5
"Frying Pan Mountain",2020-07-04,"Haywood",35.379167,-82.7925,2020,7,45,40.5
"Frying Pan Mountain",2020-07-05,"Haywood",35.379167,-82.7925,2020,7,NA,31.5
"Frying Pan Mountain",2020-07-06,"Haywood",35.379167,-82.7925,2020,7,NA,36
"Frying Pan Mountain",2020-07-07,"Haywood",35.379167,-82.7925,2020,7,6,36
"Frying Pan Mountain",2020-07-08,"Haywood",35.379167,-82.7925,2020,7,NA,50.5
"Frying Pan Mountain",2020-07-09,"Haywood",35.379167,-82.7925,2020,7,NA,40.5
"Frying Pan Mountain",2020-07-10,"Haywood",35.379167,-82.7925,2020,7,30,41.5
"Frying Pan Mountain",2020-07-11,"Haywood",35.379167,-82.7925,2020,7,NA,43.5
"Frying Pan Mountain",2020-07-12,"Haywood",35.379167,-82.7925,2020,7,NA,41
"Frying Pan Mountain",2020-07-13,"Haywood",35.379167,-82.7925,2020,7,24,39.5
"Frying Pan Mountain",2020-07-14,"Haywood",35.379167,-82.7925,2020,7,NA,38.5
"Frying Pan Mountain",2020-07-15,"Haywood",35.379167,-82.7925,2020,7,NA,35
"Frying Pan Mountain",2020-07-16,"Haywood",35.379167,-82.7925,2020,7,24,35.5
"Frying Pan Mountain",2020-07-17,"Haywood",35.379167,-82.7925,2020,7,NA,35
"Frying Pan Mountain",2020-07-18,"Haywood",35.379167,-82.7925,2020,7,NA,44.5
"Frying Pan Mountain",2020-07-19,"Haywood",35.379167,-82.7925,2020,7,28,41
"Frying Pan Mountain",2020-07-20,"Haywood",35.379167,-82.7925,2020,7,NA,45.5
"Frying Pan Mountain",2020-07-21,"Haywood",35.379167,-82.7925,2020,7,NA,41
"Frying Pan Mountain",2020-07-22,"Haywood",35.379167,-82.7925,2020,7,13,33
"Frying Pan Mountain",2020-07-23,"Haywood",35.379167,-82.7925,2020,7,NA,35.5
"Frying Pan Mountain",2020-07-24,"Haywood",35.379167,-82.7925,2020,7,NA,49
"Frying Pan Mountain",2020-07-25,"Haywood",35.379167,-82.7925,2020,7,NA,44
"Frying Pan Mountain",2020-07-26,"Haywood",35.379167,-82.7925,2020,7,NA,65.5
"Frying Pan Mountain",2020-07-27,"Haywood",35.379167,-82.7925,2020,7,NA,64
"Frying Pan Mountain",2020-07-28,"Haywood",35.379167,-82.7925,2020,7,25,47
"Frying Pan Mountain",2020-07-29,"Haywood",35.379167,-82.7925,2020,7,NA,46
"Frying Pan Mountain",2020-07-30,"Haywood",35.379167,-82.7925,2020,7,NA,40.5
"Frying Pan Mountain",2020-07-31,"Haywood",35.379167,-82.7925,2020,7,23,45
"Frying Pan Mountain",2020-08-01,"Haywood",35.379167,-82.7925,2020,8,NA,38
"Frying Pan Mountain",2020-08-02,"Haywood",35.379167,-82.7925,2020,8,NA,35.5
"Frying Pan Mountain",2020-08-03,"Haywood",35.379167,-82.7925,2020,8,2,40.5
"Frying Pan Mountain",2020-08-04,"Haywood",35.379167,-82.7925,2020,8,NA,41.5
"Frying Pan Mountain",2020-08-05,"Haywood",35.379167,-82.7925,2020,8,NA,43.5
"Frying Pan Mountain",2020-08-06,"Haywood",35.379167,-82.7925,2020,8,20,38
"Frying Pan Mountain",2020-08-07,"Haywood",35.379167,-82.7925,2020,8,NA,38
"Frying Pan Mountain",2020-08-08,"Haywood",35.379167,-82.7925,2020,8,NA,45
"Frying Pan Mountain",2020-08-09,"Haywood",35.379167,-82.7925,2020,8,18,44.5
"Frying Pan Mountain",2020-08-10,"Haywood",35.379167,-82.7925,2020,8,NA,39
"Frying Pan Mountain",2020-08-11,"Haywood",35.379167,-82.7925,2020,8,NA,35.5
"Frying Pan Mountain",2020-08-12,"Haywood",35.379167,-82.7925,2020,8,35,41
"Frying Pan Mountain",2020-08-13,"Haywood",35.379167,-82.7925,2020,8,NA,43
"Frying Pan Mountain",2020-08-14,"Haywood",35.379167,-82.7925,2020,8,NA,43.5
"Frying Pan Mountain",2020-08-15,"Haywood",35.379167,-82.7925,2020,8,49,44
"Frying Pan Mountain",2020-08-16,"Haywood",35.379167,-82.7925,2020,8,NA,45.5
"Frying Pan Mountain",2020-08-17,"Haywood",35.379167,-82.7925,2020,8,NA,39
"Frying Pan Mountain",2020-08-18,"Haywood",35.379167,-82.7925,2020,8,16,44.5
"Frying Pan Mountain",2020-08-19,"Haywood",35.379167,-82.7925,2020,8,NA,41.5
"Frying Pan Mountain",2020-08-20,"Haywood",35.379167,-82.7925,2020,8,NA,39
"Frying Pan Mountain",2020-08-21,"Haywood",35.379167,-82.7925,2020,8,30,42
"Frying Pan Mountain",2020-08-22,"Haywood",35.379167,-82.7925,2020,8,NA,38
"Frying Pan Mountain",2020-08-23,"Haywood",35.379167,-82.7925,2020,8,NA,36.5
"Frying Pan Mountain",2020-08-24,"Haywood",35.379167,-82.7925,2020,8,NA,36.5
"Frying Pan Mountain",2020-08-25,"Haywood",35.379167,-82.7925,2020,8,NA,37
